VEGA gene ID	Pathway stable ID
OTTHUMG00000149607	REACT_16952
OTTHUMG00000149607	REACT_17015
OTTHUMG00000149599	REACT_2159
OTTHUMG00000149599	REACT_1979
OTTHUMG00000149599	REACT_1258
OTTHUMG00000149599	REACT_1797
OTTHUMG00000149599	REACT_1079
OTTHUMG00000149599	REACT_931
OTTHUMG00000149599	REACT_2085
OTTHUMG00000149599	REACT_2099
OTTHUMG00000149599	REACT_1986
OTTHUMG00000149599	REACT_1014
OTTHUMG00000149599	REACT_71
OTTHUMG00000149599	REACT_79
OTTHUMG00000149599	REACT_1477
OTTHUMG00000149599	REACT_1404
OTTHUMG00000149599	REACT_1762
OTTHUMG00000149599	REACT_6167
OTTHUMG00000149599	REACT_6145
OTTHUMG00000149599	REACT_6152
OTTHUMG00000149599	REACT_13698
OTTHUMG00000149599	REACT_9491
OTTHUMG00000149599	REACT_13819
OTTHUMG00000149599	REACT_15550
OTTHUMG00000149599	REACT_15380
OTTHUMG00000149599	REACT_17015
OTTHUMG00000149597	REACT_15518
OTTHUMG00000149597	REACT_19305
OTTHUMG00000149597	REACT_19118
OTTHUMG00000149597	REACT_20547
OTTHUMG00000149597	REACT_20530
OTTHUMG00000149597	REACT_20603
OTTHUMG00000149592	REACT_71
OTTHUMG00000149592	REACT_12627
OTTHUMG00000149592	REACT_15525
OTTHUMG00000149622	REACT_6900
OTTHUMG00000149622	REACT_12526
OTTHUMG00000149622	REACT_12555
OTTHUMG00000149622	REACT_12582
OTTHUMG00000149622	REACT_12596
OTTHUMG00000149622	REACT_12623
OTTHUMG00000149622	REACT_19344
OTTHUMG00000149622	REACT_19324
OTTHUMG00000149622	REACT_25078
OTTHUMG00000149622	REACT_25229
OTTHUMG00000149621	REACT_6900
OTTHUMG00000149621	REACT_12526
OTTHUMG00000149621	REACT_12555
OTTHUMG00000149621	REACT_12582
OTTHUMG00000149621	REACT_12596
OTTHUMG00000149621	REACT_12623
OTTHUMG00000149621	REACT_19344
OTTHUMG00000149621	REACT_19324
OTTHUMG00000149621	REACT_25078
OTTHUMG00000149621	REACT_25229
OTTHUMG00000149620	REACT_1949
OTTHUMG00000149620	REACT_2243
OTTHUMG00000149620	REACT_1725
OTTHUMG00000149620	REACT_1156
OTTHUMG00000149620	REACT_734
OTTHUMG00000149620	REACT_1221
OTTHUMG00000149620	REACT_2148
OTTHUMG00000149620	REACT_1574
OTTHUMG00000149620	REACT_1783
OTTHUMG00000149620	REACT_4
OTTHUMG00000149620	REACT_2014
OTTHUMG00000149620	REACT_899
OTTHUMG00000149620	REACT_152
OTTHUMG00000149620	REACT_207
OTTHUMG00000149620	REACT_829
OTTHUMG00000149620	REACT_383
OTTHUMG00000149620	REACT_309
OTTHUMG00000149620	REACT_1625
OTTHUMG00000149620	REACT_85
OTTHUMG00000149620	REACT_1614
OTTHUMG00000149620	REACT_2160
OTTHUMG00000149620	REACT_1208
OTTHUMG00000149620	REACT_2254
OTTHUMG00000149620	REACT_1538
OTTHUMG00000149620	REACT_9029
OTTHUMG00000149620	REACT_13
OTTHUMG00000149620	REACT_938
OTTHUMG00000149620	REACT_578
OTTHUMG00000149620	REACT_6185
OTTHUMG00000149620	REACT_6288
OTTHUMG00000149620	REACT_13648
OTTHUMG00000149620	REACT_6785
OTTHUMG00000149620	REACT_6821
OTTHUMG00000149620	REACT_6828
OTTHUMG00000149620	REACT_6871
OTTHUMG00000149620	REACT_6761
OTTHUMG00000149620	REACT_6850
OTTHUMG00000149620	REACT_6837
OTTHUMG00000149620	REACT_6781
OTTHUMG00000149620	REACT_6954
OTTHUMG00000149620	REACT_9031
OTTHUMG00000149620	REACT_9453
OTTHUMG00000149620	REACT_9003
OTTHUMG00000149620	REACT_11063
OTTHUMG00000149620	REACT_11045
OTTHUMG00000149620	REACT_13464
OTTHUMG00000149620	REACT_20549
OTTHUMG00000149620	REACT_13565
OTTHUMG00000149620	REACT_20605
OTTHUMG00000149620	REACT_25325
OTTHUMG00000149620	REACT_24994
OTTHUMG00000149620	REACT_21279
OTTHUMG00000149620	REACT_21300
OTTHUMG00000149620	REACT_21267
OTTHUMG00000149620	REACT_21257
OTTHUMG00000149595	REACT_1949
OTTHUMG00000149595	REACT_2243
OTTHUMG00000149595	REACT_1725
OTTHUMG00000149595	REACT_1156
OTTHUMG00000149595	REACT_734
OTTHUMG00000149595	REACT_1221
OTTHUMG00000149595	REACT_2148
OTTHUMG00000149595	REACT_1574
OTTHUMG00000149595	REACT_1783
OTTHUMG00000149595	REACT_4
OTTHUMG00000149595	REACT_2014
OTTHUMG00000149595	REACT_899
OTTHUMG00000149595	REACT_152
OTTHUMG00000149595	REACT_207
OTTHUMG00000149595	REACT_829
OTTHUMG00000149595	REACT_383
OTTHUMG00000149595	REACT_309
OTTHUMG00000149595	REACT_1625
OTTHUMG00000149595	REACT_85
OTTHUMG00000149595	REACT_1614
OTTHUMG00000149595	REACT_2160
OTTHUMG00000149595	REACT_1208
OTTHUMG00000149595	REACT_2254
OTTHUMG00000149595	REACT_1538
OTTHUMG00000149595	REACT_9029
OTTHUMG00000149595	REACT_13
OTTHUMG00000149595	REACT_938
OTTHUMG00000149595	REACT_578
OTTHUMG00000149595	REACT_6185
OTTHUMG00000149595	REACT_6288
OTTHUMG00000149595	REACT_6900
OTTHUMG00000149595	REACT_13648
OTTHUMG00000149595	REACT_6785
OTTHUMG00000149595	REACT_6821
OTTHUMG00000149595	REACT_6828
OTTHUMG00000149595	REACT_6871
OTTHUMG00000149595	REACT_6761
OTTHUMG00000149595	REACT_6850
OTTHUMG00000149595	REACT_6837
OTTHUMG00000149595	REACT_6781
OTTHUMG00000149595	REACT_6954
OTTHUMG00000149595	REACT_9031
OTTHUMG00000149595	REACT_9453
OTTHUMG00000149595	REACT_9003
OTTHUMG00000149595	REACT_11063
OTTHUMG00000149595	REACT_11045
OTTHUMG00000149595	REACT_13464
OTTHUMG00000149595	REACT_20549
OTTHUMG00000149595	REACT_13565
OTTHUMG00000149595	REACT_20605
OTTHUMG00000149595	REACT_25325
OTTHUMG00000149595	REACT_24994
OTTHUMG00000149595	REACT_21279
OTTHUMG00000149595	REACT_21300
OTTHUMG00000149595	REACT_21267
OTTHUMG00000149595	REACT_21257
OTTHUMG00000149595	REACT_25162
OTTHUMG00000149595	REACT_25229
OTTHUMG00000149590	REACT_6900
OTTHUMG00000149590	REACT_12526
OTTHUMG00000149590	REACT_12555
OTTHUMG00000149590	REACT_12582
OTTHUMG00000149590	REACT_12596
OTTHUMG00000149590	REACT_12623
OTTHUMG00000149590	REACT_19344
OTTHUMG00000149590	REACT_19324
OTTHUMG00000149590	REACT_25078
OTTHUMG00000149590	REACT_25229
OTTHUMG00000149591	REACT_6900
OTTHUMG00000149591	REACT_12526
OTTHUMG00000149591	REACT_12555
OTTHUMG00000149591	REACT_12582
OTTHUMG00000149591	REACT_12596
OTTHUMG00000149591	REACT_12623
OTTHUMG00000149591	REACT_19344
OTTHUMG00000149591	REACT_19324
OTTHUMG00000149591	REACT_25078
OTTHUMG00000149591	REACT_25229
OTTHUMG00000149587	REACT_6900
OTTHUMG00000149587	REACT_12526
OTTHUMG00000149587	REACT_12555
OTTHUMG00000149587	REACT_12582
OTTHUMG00000149587	REACT_12596
OTTHUMG00000149587	REACT_12623
OTTHUMG00000149587	REACT_19344
OTTHUMG00000149587	REACT_19324
OTTHUMG00000149587	REACT_25078
OTTHUMG00000149587	REACT_25229
OTTHUMG00000149580	REACT_6900
OTTHUMG00000149580	REACT_12526
OTTHUMG00000149580	REACT_12555
OTTHUMG00000149580	REACT_12582
OTTHUMG00000149580	REACT_12596
OTTHUMG00000149580	REACT_12623
OTTHUMG00000149580	REACT_19344
OTTHUMG00000149580	REACT_19324
OTTHUMG00000149580	REACT_25078
OTTHUMG00000149580	REACT_25229
OTTHUMG00000149575	REACT_6900
OTTHUMG00000149575	REACT_12526
OTTHUMG00000149575	REACT_12555
OTTHUMG00000149575	REACT_12582
OTTHUMG00000149575	REACT_12596
OTTHUMG00000149575	REACT_12623
OTTHUMG00000149575	REACT_19344
OTTHUMG00000149575	REACT_19324
OTTHUMG00000149575	REACT_25078
OTTHUMG00000149575	REACT_25229
OTTHUMG00000149568	REACT_6802
OTTHUMG00000149568	REACT_6900
OTTHUMG00000149568	REACT_25195
OTTHUMG00000149572	REACT_1190
OTTHUMG00000149572	REACT_1505
OTTHUMG00000149572	REACT_2122
OTTHUMG00000149572	REACT_22279
OTTHUMG00000149572	REACT_22258
OTTHUMG00000149566	REACT_11047
OTTHUMG00000149566	REACT_11036
OTTHUMG00000149566	REACT_11057
OTTHUMG00000149566	REACT_15493
OTTHUMG00000149566	REACT_15314
OTTHUMG00000149566	REACT_13433
OTTHUMG00000149566	REACT_13567
OTTHUMG00000149566	REACT_13705
OTTHUMG00000149566	REACT_13812
OTTHUMG00000149566	REACT_22258
OTTHUMG00000149557	REACT_17004
OTTHUMG00000149557	REACT_16907
OTTHUMG00000149557	REACT_16952
OTTHUMG00000149557	REACT_17015
OTTHUMG00000149556	REACT_1366
OTTHUMG00000149556	REACT_1788
OTTHUMG00000149556	REACT_71
OTTHUMG00000149556	REACT_833
OTTHUMG00000149556	REACT_2039
OTTHUMG00000149556	REACT_1845
OTTHUMG00000149556	REACT_769
OTTHUMG00000149556	REACT_1892
OTTHUMG00000149556	REACT_846
OTTHUMG00000149556	REACT_6256
OTTHUMG00000149556	REACT_6361
OTTHUMG00000149556	REACT_6185
OTTHUMG00000149556	REACT_22201
OTTHUMG00000149556	REACT_6319
OTTHUMG00000149556	REACT_6274
OTTHUMG00000149556	REACT_6233
OTTHUMG00000149556	REACT_6346
OTTHUMG00000149556	REACT_6143
OTTHUMG00000149556	REACT_6261
OTTHUMG00000149556	REACT_6344
OTTHUMG00000149556	REACT_6162
OTTHUMG00000149556	REACT_6259
OTTHUMG00000149556	REACT_6244
OTTHUMG00000149556	REACT_22107
OTTHUMG00000149550	REACT_6932
OTTHUMG00000149550	REACT_8024
OTTHUMG00000149550	REACT_6802
OTTHUMG00000149550	REACT_6900
OTTHUMG00000149550	REACT_7972
OTTHUMG00000149546	REACT_467
OTTHUMG00000149546	REACT_1753
OTTHUMG00000149546	REACT_1735
OTTHUMG00000149546	REACT_125
OTTHUMG00000149546	REACT_71
OTTHUMG00000149546	REACT_1675
OTTHUMG00000149546	REACT_2039
OTTHUMG00000149546	REACT_20639
OTTHUMG00000149546	REACT_20518
OTTHUMG00000149546	REACT_20605
OTTHUMG00000149546	REACT_21257
OTTHUMG00000149524	REACT_71
OTTHUMG00000149524	REACT_15306
OTTHUMG00000149524	REACT_15482
OTTHUMG00000149509	REACT_22205
OTTHUMG00000149509	REACT_18266
OTTHUMG00000149509	REACT_22272
OTTHUMG00000149508	REACT_1619
OTTHUMG00000149508	REACT_1432
OTTHUMG00000149508	REACT_578
OTTHUMG00000149508	REACT_1059
OTTHUMG00000149523	REACT_498
OTTHUMG00000149523	REACT_1109
OTTHUMG00000149523	REACT_15518
OTTHUMG00000149523	REACT_25060
OTTHUMG00000149523	REACT_25283
OTTHUMG00000149461	REACT_1470
OTTHUMG00000149461	REACT_953
OTTHUMG00000149461	REACT_1913
OTTHUMG00000149461	REACT_2089
OTTHUMG00000149461	REACT_2204
OTTHUMG00000149461	REACT_1655
OTTHUMG00000149461	REACT_1974
OTTHUMG00000149461	REACT_1366
OTTHUMG00000149461	REACT_1074
OTTHUMG00000149461	REACT_1309
OTTHUMG00000149461	REACT_1826
OTTHUMG00000149461	REACT_216
OTTHUMG00000149461	REACT_257
OTTHUMG00000149461	REACT_1628
OTTHUMG00000149461	REACT_311
OTTHUMG00000149461	REACT_1788
OTTHUMG00000149461	REACT_71
OTTHUMG00000149461	REACT_1675
OTTHUMG00000149461	REACT_1851
OTTHUMG00000149461	REACT_833
OTTHUMG00000149461	REACT_2039
OTTHUMG00000149461	REACT_834
OTTHUMG00000149461	REACT_975
OTTHUMG00000149461	REACT_2253
OTTHUMG00000149461	REACT_1941
OTTHUMG00000149461	REACT_2222
OTTHUMG00000149461	REACT_1845
OTTHUMG00000149461	REACT_846
OTTHUMG00000149461	REACT_6256
OTTHUMG00000149461	REACT_6361
OTTHUMG00000149461	REACT_6185
OTTHUMG00000149461	REACT_22201
OTTHUMG00000149461	REACT_6319
OTTHUMG00000149461	REACT_6237
OTTHUMG00000149461	REACT_6332
OTTHUMG00000149461	REACT_6253
OTTHUMG00000149461	REACT_6274
OTTHUMG00000149461	REACT_6233
OTTHUMG00000149461	REACT_6346
OTTHUMG00000149461	REACT_6162
OTTHUMG00000149461	REACT_21352
OTTHUMG00000149461	REACT_22107
OTTHUMG00000149458	REACT_2203
OTTHUMG00000149458	REACT_152
OTTHUMG00000149458	REACT_15364
OTTHUMG00000149458	REACT_15296
OTTHUMG00000149458	REACT_15451
OTTHUMG00000149458	REACT_15479
OTTHUMG00000149458	REACT_21391
OTTHUMG00000149447	REACT_6900
OTTHUMG00000149447	REACT_11152
OTTHUMG00000149447	REACT_25078
OTTHUMG00000149447	REACT_25162
OTTHUMG00000149447	REACT_25229
OTTHUMG00000149631	REACT_6900
OTTHUMG00000149631	REACT_11152
OTTHUMG00000149631	REACT_25078
OTTHUMG00000149631	REACT_25162
OTTHUMG00000149631	REACT_25229
OTTHUMG00000149415	REACT_6900
OTTHUMG00000149415	REACT_11152
OTTHUMG00000149415	REACT_25078
OTTHUMG00000149415	REACT_25162
OTTHUMG00000149415	REACT_25229
OTTHUMG00000149487	REACT_14797
OTTHUMG00000149487	REACT_15488
OTTHUMG00000149487	REACT_19184
OTTHUMG00000149494	REACT_14797
OTTHUMG00000149494	REACT_15488
OTTHUMG00000149494	REACT_19184
OTTHUMG00000149409	REACT_14797
OTTHUMG00000149409	REACT_15488
OTTHUMG00000149409	REACT_19184
OTTHUMG00000149411	REACT_14797
OTTHUMG00000149411	REACT_15488
OTTHUMG00000149411	REACT_19184
OTTHUMG00000149405	REACT_14797
OTTHUMG00000149405	REACT_15488
OTTHUMG00000149405	REACT_19184
OTTHUMG00000149404	REACT_14797
OTTHUMG00000149404	REACT_15488
OTTHUMG00000149404	REACT_19184
OTTHUMG00000149399	REACT_14797
OTTHUMG00000149399	REACT_15488
OTTHUMG00000149399	REACT_19184
OTTHUMG00000149396	REACT_14797
OTTHUMG00000149396	REACT_15488
OTTHUMG00000149396	REACT_19184
OTTHUMG00000149393	REACT_14797
OTTHUMG00000149393	REACT_15488
OTTHUMG00000149393	REACT_19184
OTTHUMG00000149391	REACT_14797
OTTHUMG00000149391	REACT_15488
OTTHUMG00000149391	REACT_19184
OTTHUMG00000149532	REACT_14797
OTTHUMG00000149532	REACT_15488
OTTHUMG00000149532	REACT_19184
OTTHUMG00000149531	REACT_14797
OTTHUMG00000149531	REACT_15488
OTTHUMG00000149531	REACT_19184
OTTHUMG00000149348	REACT_15518
OTTHUMG00000149348	REACT_19305
OTTHUMG00000149348	REACT_19118
OTTHUMG00000149348	REACT_20547
OTTHUMG00000149348	REACT_20530
OTTHUMG00000149348	REACT_20603
OTTHUMG00000149343	REACT_71
OTTHUMG00000149343	REACT_12627
OTTHUMG00000149343	REACT_15525
OTTHUMG00000149361	REACT_6900
OTTHUMG00000149361	REACT_12526
OTTHUMG00000149361	REACT_12555
OTTHUMG00000149361	REACT_12582
OTTHUMG00000149361	REACT_12596
OTTHUMG00000149361	REACT_12623
OTTHUMG00000149361	REACT_19344
OTTHUMG00000149361	REACT_19324
OTTHUMG00000149361	REACT_25078
OTTHUMG00000149361	REACT_25229
OTTHUMG00000149360	REACT_6900
OTTHUMG00000149360	REACT_12526
OTTHUMG00000149360	REACT_12555
OTTHUMG00000149360	REACT_12582
OTTHUMG00000149360	REACT_12596
OTTHUMG00000149360	REACT_12623
OTTHUMG00000149360	REACT_19344
OTTHUMG00000149360	REACT_19324
OTTHUMG00000149360	REACT_25078
OTTHUMG00000149360	REACT_25229
OTTHUMG00000149359	REACT_1949
OTTHUMG00000149359	REACT_2243
OTTHUMG00000149359	REACT_1725
OTTHUMG00000149359	REACT_1156
OTTHUMG00000149359	REACT_734
OTTHUMG00000149359	REACT_1221
OTTHUMG00000149359	REACT_2148
OTTHUMG00000149359	REACT_1574
OTTHUMG00000149359	REACT_1783
OTTHUMG00000149359	REACT_4
OTTHUMG00000149359	REACT_2014
OTTHUMG00000149359	REACT_899
OTTHUMG00000149359	REACT_152
OTTHUMG00000149359	REACT_207
OTTHUMG00000149359	REACT_829
OTTHUMG00000149359	REACT_383
OTTHUMG00000149359	REACT_309
OTTHUMG00000149359	REACT_1625
OTTHUMG00000149359	REACT_85
OTTHUMG00000149359	REACT_1614
OTTHUMG00000149359	REACT_2160
OTTHUMG00000149359	REACT_1208
OTTHUMG00000149359	REACT_2254
OTTHUMG00000149359	REACT_1538
OTTHUMG00000149359	REACT_9029
OTTHUMG00000149359	REACT_13
OTTHUMG00000149359	REACT_938
OTTHUMG00000149359	REACT_578
OTTHUMG00000149359	REACT_6185
OTTHUMG00000149359	REACT_6288
OTTHUMG00000149359	REACT_13648
OTTHUMG00000149359	REACT_6785
OTTHUMG00000149359	REACT_6821
OTTHUMG00000149359	REACT_6828
OTTHUMG00000149359	REACT_6871
OTTHUMG00000149359	REACT_6761
OTTHUMG00000149359	REACT_6850
OTTHUMG00000149359	REACT_6837
OTTHUMG00000149359	REACT_6781
OTTHUMG00000149359	REACT_6954
OTTHUMG00000149359	REACT_9031
OTTHUMG00000149359	REACT_9453
OTTHUMG00000149359	REACT_9003
OTTHUMG00000149359	REACT_11063
OTTHUMG00000149359	REACT_11045
OTTHUMG00000149359	REACT_13464
OTTHUMG00000149359	REACT_20549
OTTHUMG00000149359	REACT_13565
OTTHUMG00000149359	REACT_20605
OTTHUMG00000149359	REACT_25325
OTTHUMG00000149359	REACT_24994
OTTHUMG00000149359	REACT_21279
OTTHUMG00000149359	REACT_21300
OTTHUMG00000149359	REACT_21267
OTTHUMG00000149359	REACT_21257
OTTHUMG00000149346	REACT_1949
OTTHUMG00000149346	REACT_2243
OTTHUMG00000149346	REACT_1725
OTTHUMG00000149346	REACT_1156
OTTHUMG00000149346	REACT_734
OTTHUMG00000149346	REACT_1221
OTTHUMG00000149346	REACT_2148
OTTHUMG00000149346	REACT_1574
OTTHUMG00000149346	REACT_1783
OTTHUMG00000149346	REACT_4
OTTHUMG00000149346	REACT_2014
OTTHUMG00000149346	REACT_899
OTTHUMG00000149346	REACT_152
OTTHUMG00000149346	REACT_207
OTTHUMG00000149346	REACT_829
OTTHUMG00000149346	REACT_383
OTTHUMG00000149346	REACT_309
OTTHUMG00000149346	REACT_1625
OTTHUMG00000149346	REACT_85
OTTHUMG00000149346	REACT_1614
OTTHUMG00000149346	REACT_2160
OTTHUMG00000149346	REACT_1208
OTTHUMG00000149346	REACT_2254
OTTHUMG00000149346	REACT_1538
OTTHUMG00000149346	REACT_9029
OTTHUMG00000149346	REACT_13
OTTHUMG00000149346	REACT_938
OTTHUMG00000149346	REACT_578
OTTHUMG00000149346	REACT_6185
OTTHUMG00000149346	REACT_6288
OTTHUMG00000149346	REACT_6900
OTTHUMG00000149346	REACT_13648
OTTHUMG00000149346	REACT_6785
OTTHUMG00000149346	REACT_6821
OTTHUMG00000149346	REACT_6828
OTTHUMG00000149346	REACT_6871
OTTHUMG00000149346	REACT_6761
OTTHUMG00000149346	REACT_6850
OTTHUMG00000149346	REACT_6837
OTTHUMG00000149346	REACT_6781
OTTHUMG00000149346	REACT_6954
OTTHUMG00000149346	REACT_9031
OTTHUMG00000149346	REACT_9453
OTTHUMG00000149346	REACT_9003
OTTHUMG00000149346	REACT_11063
OTTHUMG00000149346	REACT_11045
OTTHUMG00000149346	REACT_13464
OTTHUMG00000149346	REACT_20549
OTTHUMG00000149346	REACT_13565
OTTHUMG00000149346	REACT_20605
OTTHUMG00000149346	REACT_25325
OTTHUMG00000149346	REACT_24994
OTTHUMG00000149346	REACT_21279
OTTHUMG00000149346	REACT_21300
OTTHUMG00000149346	REACT_21267
OTTHUMG00000149346	REACT_21257
OTTHUMG00000149346	REACT_25162
OTTHUMG00000149346	REACT_25229
OTTHUMG00000149342	REACT_6900
OTTHUMG00000149342	REACT_12526
OTTHUMG00000149342	REACT_12555
OTTHUMG00000149342	REACT_12582
OTTHUMG00000149342	REACT_12596
OTTHUMG00000149342	REACT_12623
OTTHUMG00000149342	REACT_19344
OTTHUMG00000149342	REACT_19324
OTTHUMG00000149342	REACT_25078
OTTHUMG00000149342	REACT_25229
OTTHUMG00000149339	REACT_6900
OTTHUMG00000149339	REACT_12526
OTTHUMG00000149339	REACT_12555
OTTHUMG00000149339	REACT_12582
OTTHUMG00000149339	REACT_12596
OTTHUMG00000149339	REACT_12623
OTTHUMG00000149339	REACT_19344
OTTHUMG00000149339	REACT_19324
OTTHUMG00000149339	REACT_25078
OTTHUMG00000149339	REACT_25229
OTTHUMG00000149335	REACT_6900
OTTHUMG00000149335	REACT_12526
OTTHUMG00000149335	REACT_12555
OTTHUMG00000149335	REACT_12582
OTTHUMG00000149335	REACT_12596
OTTHUMG00000149335	REACT_12623
OTTHUMG00000149335	REACT_19344
OTTHUMG00000149335	REACT_19324
OTTHUMG00000149335	REACT_25078
OTTHUMG00000149335	REACT_25229
OTTHUMG00000149332	REACT_6900
OTTHUMG00000149332	REACT_12526
OTTHUMG00000149332	REACT_12555
OTTHUMG00000149332	REACT_12582
OTTHUMG00000149332	REACT_12596
OTTHUMG00000149332	REACT_12623
OTTHUMG00000149332	REACT_19344
OTTHUMG00000149332	REACT_19324
OTTHUMG00000149332	REACT_25078
OTTHUMG00000149332	REACT_25229
OTTHUMG00000149327	REACT_6900
OTTHUMG00000149327	REACT_12526
OTTHUMG00000149327	REACT_12555
OTTHUMG00000149327	REACT_12582
OTTHUMG00000149327	REACT_12596
OTTHUMG00000149327	REACT_12623
OTTHUMG00000149327	REACT_19344
OTTHUMG00000149327	REACT_19324
OTTHUMG00000149327	REACT_25078
OTTHUMG00000149327	REACT_25229
OTTHUMG00000149320	REACT_6802
OTTHUMG00000149320	REACT_6900
OTTHUMG00000149320	REACT_25195
OTTHUMG00000149324	REACT_1190
OTTHUMG00000149324	REACT_1505
OTTHUMG00000149324	REACT_2122
OTTHUMG00000149324	REACT_22279
OTTHUMG00000149324	REACT_22258
OTTHUMG00000149315	REACT_6932
OTTHUMG00000149315	REACT_8024
OTTHUMG00000149315	REACT_6802
OTTHUMG00000149315	REACT_6900
OTTHUMG00000149315	REACT_7972
OTTHUMG00000149279	REACT_22205
OTTHUMG00000149279	REACT_18266
OTTHUMG00000149279	REACT_22272
OTTHUMG00000149278	REACT_1619
OTTHUMG00000149278	REACT_1432
OTTHUMG00000149278	REACT_578
OTTHUMG00000149278	REACT_1059
OTTHUMG00000149291	REACT_498
OTTHUMG00000149291	REACT_1109
OTTHUMG00000149291	REACT_15518
OTTHUMG00000149291	REACT_25060
OTTHUMG00000149291	REACT_25283
OTTHUMG00000149225	REACT_1470
OTTHUMG00000149225	REACT_953
OTTHUMG00000149225	REACT_1913
OTTHUMG00000149225	REACT_2089
OTTHUMG00000149225	REACT_2204
OTTHUMG00000149225	REACT_1655
OTTHUMG00000149225	REACT_1974
OTTHUMG00000149225	REACT_1366
OTTHUMG00000149225	REACT_1074
OTTHUMG00000149225	REACT_1309
OTTHUMG00000149225	REACT_1826
OTTHUMG00000149225	REACT_216
OTTHUMG00000149225	REACT_257
OTTHUMG00000149225	REACT_1628
OTTHUMG00000149225	REACT_311
OTTHUMG00000149225	REACT_1788
OTTHUMG00000149225	REACT_71
OTTHUMG00000149225	REACT_1675
OTTHUMG00000149225	REACT_1851
OTTHUMG00000149225	REACT_833
OTTHUMG00000149225	REACT_2039
OTTHUMG00000149225	REACT_834
OTTHUMG00000149225	REACT_975
OTTHUMG00000149225	REACT_2253
OTTHUMG00000149225	REACT_1941
OTTHUMG00000149225	REACT_2222
OTTHUMG00000149225	REACT_1845
OTTHUMG00000149225	REACT_846
OTTHUMG00000149225	REACT_6256
OTTHUMG00000149225	REACT_6361
OTTHUMG00000149225	REACT_6185
OTTHUMG00000149225	REACT_22201
OTTHUMG00000149225	REACT_6319
OTTHUMG00000149225	REACT_6237
OTTHUMG00000149225	REACT_6332
OTTHUMG00000149225	REACT_6253
OTTHUMG00000149225	REACT_6274
OTTHUMG00000149225	REACT_6233
OTTHUMG00000149225	REACT_6346
OTTHUMG00000149225	REACT_6162
OTTHUMG00000149225	REACT_21352
OTTHUMG00000149225	REACT_22107
OTTHUMG00000149222	REACT_2203
OTTHUMG00000149222	REACT_152
OTTHUMG00000149222	REACT_15364
OTTHUMG00000149222	REACT_15296
OTTHUMG00000149222	REACT_15451
OTTHUMG00000149222	REACT_15479
OTTHUMG00000149222	REACT_21391
OTTHUMG00000149205	REACT_6900
OTTHUMG00000149205	REACT_11152
OTTHUMG00000149205	REACT_25078
OTTHUMG00000149205	REACT_25162
OTTHUMG00000149205	REACT_25229
OTTHUMG00000149372	REACT_6900
OTTHUMG00000149372	REACT_11152
OTTHUMG00000149372	REACT_25078
OTTHUMG00000149372	REACT_25162
OTTHUMG00000149372	REACT_25229
OTTHUMG00000149164	REACT_6900
OTTHUMG00000149164	REACT_11152
OTTHUMG00000149164	REACT_25078
OTTHUMG00000149164	REACT_25162
OTTHUMG00000149164	REACT_25229
OTTHUMG00000149257	REACT_14797
OTTHUMG00000149257	REACT_15488
OTTHUMG00000149257	REACT_19184
OTTHUMG00000149264	REACT_14797
OTTHUMG00000149264	REACT_15488
OTTHUMG00000149264	REACT_19184
OTTHUMG00000149157	REACT_14797
OTTHUMG00000149157	REACT_15488
OTTHUMG00000149157	REACT_19184
OTTHUMG00000149159	REACT_14797
OTTHUMG00000149159	REACT_15488
OTTHUMG00000149159	REACT_19184
OTTHUMG00000149153	REACT_14797
OTTHUMG00000149153	REACT_15488
OTTHUMG00000149153	REACT_19184
OTTHUMG00000149152	REACT_14797
OTTHUMG00000149152	REACT_15488
OTTHUMG00000149152	REACT_19184
OTTHUMG00000149147	REACT_14797
OTTHUMG00000149147	REACT_15488
OTTHUMG00000149147	REACT_19184
OTTHUMG00000149144	REACT_14797
OTTHUMG00000149144	REACT_15488
OTTHUMG00000149144	REACT_19184
OTTHUMG00000149137	REACT_14797
OTTHUMG00000149137	REACT_15488
OTTHUMG00000149137	REACT_19184
OTTHUMG00000149135	REACT_14797
OTTHUMG00000149135	REACT_15488
OTTHUMG00000149135	REACT_19184
OTTHUMG00000149300	REACT_14797
OTTHUMG00000149300	REACT_15488
OTTHUMG00000149300	REACT_19184
OTTHUMG00000149298	REACT_14797
OTTHUMG00000149298	REACT_15488
OTTHUMG00000149298	REACT_19184
OTTHUMG00000149092	REACT_16936
OTTHUMG00000149092	REACT_17029
OTTHUMG00000149092	REACT_17004
OTTHUMG00000149092	REACT_16952
OTTHUMG00000149092	REACT_17015
OTTHUMG00000149084	REACT_2159
OTTHUMG00000149084	REACT_1979
OTTHUMG00000149084	REACT_1258
OTTHUMG00000149084	REACT_1797
OTTHUMG00000149084	REACT_1079
OTTHUMG00000149084	REACT_931
OTTHUMG00000149084	REACT_2085
OTTHUMG00000149084	REACT_2099
OTTHUMG00000149084	REACT_1986
OTTHUMG00000149084	REACT_1014
OTTHUMG00000149084	REACT_71
OTTHUMG00000149084	REACT_79
OTTHUMG00000149084	REACT_1477
OTTHUMG00000149084	REACT_1404
OTTHUMG00000149084	REACT_1762
OTTHUMG00000149084	REACT_6167
OTTHUMG00000149084	REACT_6145
OTTHUMG00000149084	REACT_6152
OTTHUMG00000149084	REACT_13698
OTTHUMG00000149084	REACT_9491
OTTHUMG00000149084	REACT_13819
OTTHUMG00000149084	REACT_15550
OTTHUMG00000149084	REACT_15380
